Accuracy,BalancedAccuracy,Recall,CohenKappa,Precision,GeometricMean,F1,Demographic_Parity,Disparate_Impact,Equal_Opportunity,Equalized_FPR,IndividualFairness,time
1.0,1.0,1.0,0.0,1.0,1.0,1.0,inf,inf,inf,inf,0.0,2026-03-11 09:49:56.241138
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,inf,0.0,2026-03-11 09:49:56.247403
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,inf,0.0,2026-03-11 09:49:56.247971
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,inf,0.0,2026-03-11 09:49:56.248708
0.8,0.5,1.0,0.0,0.8,0.0,0.888888888888889,0.0,0.0,0.0,inf,0.0,2026-03-11 09:49:56.249434
0.6666666666666666,0.4,0.8,-0.20000000000000057,0.8,0.0,0.8000000000000002,-0.5,-1.0,0.5,inf,0.0,2026-03-11 09:49:56.250010
0.7142857142857143,0.4166666666666667,0.8333333333333334,-0.16666666666666635,0.8333333333333334,0.0,0.8333333333333334,-0.33333333333333337,-0.5,0.33333333333333337,inf,0.0,2026-03-11 09:49:56.256853
0.75,0.42857142857142855,0.8571428571428571,-0.14285714285714285,0.8571428571428571,0.0,0.8571428571428571,-0.33333333333333337,-0.5,0.33333333333333337,inf,0.0,2026-03-11 09:49:56.257721
0.6666666666666666,0.42857142857142855,0.8571428571428571,-0.17391304347826084,0.75,0.0,0.7999999999999999,-0.25,-0.33333333333333326,0.33333333333333337,0.0,0.0,2026-03-11 09:49:56.261696
0.7,0.4375,0.875,-0.15384615384615447,0.7777777777777778,0.0,0.823529411764706,-0.25,-0.33333333333333326,0.33333333333333337,0.0,0.0,2026-03-11 09:49:56.265727
0.7272727272727273,0.4444444444444444,0.8888888888888888,-0.13793103448275917,0.8,0.0,0.8421052631578948,-0.19999999999999996,-0.25,0.25,0.0,0.0,2026-03-11 09:49:56.266772
0.6666666666666666,0.4444444444444444,0.8888888888888888,-0.14285714285714313,0.7272727272727273,0.0,0.7999999999999999,-0.16666666666666663,-0.19999999999999996,0.25,0.0,0.0,2026-03-11 09:49:56.267847
0.6923076923076923,0.45,0.9,-0.13043478260869593,0.75,0.0,0.8181818181818182,-0.16666666666666663,-0.19999999999999996,0.25,0.0,0.0,2026-03-11 09:49:56.275008
0.7142857142857143,0.45454545454545453,0.9090909090909091,-0.11999999999999966,0.7692307692307693,0.0,0.8333333333333333,-0.16666666666666663,-0.19999999999999996,0.25,0.0,0.0,2026-03-11 09:49:56.276640
0.6666666666666666,0.45454545454545453,0.9090909090909091,-0.11940298507462688,0.7142857142857143,0.0,0.8,-0.16666666666666663,-0.19999999999999996,0.25,0.0,0.0,2026-03-11 09:49:56.283906
0.6875,0.4583333333333333,0.9166666666666666,-0.1111111111111111,0.7333333333333333,0.0,0.8148148148148148,-0.16666666666666663,-0.19999999999999996,0.25,0.0,0.0,2026-03-11 09:49:56.285240
0.7058823529411765,0.46153846153846156,0.9230769230769231,-0.10389610389610338,0.75,0.0,0.8275862068965517,-0.16666666666666663,-0.19999999999999996,0.25,0.0,0.0,2026-03-11 09:49:56.292617
0.7222222222222222,0.4642857142857143,0.9285714285714286,-0.09756097560975609,0.7647058823529411,0.0,0.8387096774193549,-0.1428571428571429,-0.16666666666666674,0.19999999999999996,0.0,0.0,2026-03-11 09:49:56.294082
0.7368421052631579,0.4666666666666667,0.9333333333333333,-0.09195402298850577,0.7777777777777778,0.0,0.8484848484848485,-0.125,-0.1428571428571428,0.16666666666666663,0.0,0.0,2026-03-11 09:49:56.303602
0.75,0.46875,0.9375,-0.08695652173913052,0.7894736842105263,0.0,0.8571428571428572,-0.11111111111111116,-0.125,0.1428571428571429,0.0,0.0,2026-03-11 09:49:56.312132
0.7619047619047619,0.47058823529411764,0.9411764705882353,-0.08247422680412415,0.8,0.0,0.8648648648648648,-0.09999999999999998,-0.11111111111111116,0.125,0.0,0.0,2026-03-11 09:49:56.329956
0.7727272727272727,0.4722222222222222,0.9444444444444444,-0.07843137254901988,0.8095238095238095,0.0,0.8717948717948718,-0.09999999999999998,-0.11111111111111116,0.125,0.0,0.0,2026-03-11 09:49:56.344409
0.782608695652174,0.47368421052631576,0.9473684210526315,-0.07476635514018652,0.8181818181818182,0.0,0.8780487804878049,-0.09999999999999998,-0.11111111111111116,0.125,0.0,0.0,2026-03-11 09:49:56.353594
0.7916666666666666,0.475,0.95,-0.07142857142857176,0.8260869565217391,0.0,0.8837209302325583,-0.09999999999999998,-0.11111111111111116,0.125,0.0,0.0,2026-03-11 09:49:56.364521
0.8,0.47619047619047616,0.9523809523809523,-0.06837606837606731,0.8333333333333334,0.0,0.888888888888889,-0.09999999999999998,-0.11111111111111116,0.125,0.0,0.0,2026-03-11 09:49:56.373977
0.7692307692307693,0.47619047619047616,0.9523809523809523,-0.06849315068493135,0.8,0.0,0.8695652173913043,-0.09090909090909094,-0.10000000000000009,0.125,0.0,0.0,2026-03-11 09:49:56.391935
0.7407407407407407,0.47619047619047616,0.9523809523809523,-0.06779661016949118,0.7692307692307693,0.0,0.8510638297872339,-0.08333333333333337,-0.09090909090909105,0.125,0.0,0.0,2026-03-11 09:49:56.401768
0.75,0.4772727272727273,0.9545454545454546,-0.06521739130434816,0.7777777777777778,0.0,0.8571428571428572,-0.07692307692307687,-0.08333333333333326,0.11111111111111116,0.0,0.0,2026-03-11 09:49:56.412922
0.7586206896551724,0.4782608695652174,0.9565217391304348,-0.06282722513089077,0.7857142857142857,0.0,0.8627450980392156,-0.07692307692307687,-0.08333333333333326,0.11111111111111116,0.0,0.0,2026-03-11 09:49:56.437147
0.7333333333333333,0.4782608695652174,0.9565217391304348,-0.061946902654867665,0.7586206896551724,0.0,0.8461538461538461,-0.0714285714285714,-0.07692307692307687,0.11111111111111116,0.0,0.0,2026-03-11 09:49:56.447288
0.7419354838709677,0.4791666666666667,0.9583333333333334,-0.059829059829059714,0.7666666666666667,0.0,0.8518518518518519,-0.0714285714285714,-0.07692307692307687,0.11111111111111116,0.0,0.0,2026-03-11 09:49:56.457755
0.75,0.48,0.96,-0.05785123966942149,0.7741935483870968,0.0,0.8571428571428571,-0.0714285714285714,-0.07692307692307687,0.11111111111111116,0.0,0.0,2026-03-11 09:49:56.470977
0.7575757575757576,0.4807692307692308,0.9615384615384616,-0.05599999999999992,0.78125,0.0,0.8620689655172413,-0.0714285714285714,-0.07692307692307687,0.11111111111111116,0.0,0.0,2026-03-11 09:49:56.487409
0.7647058823529411,0.48148148148148145,0.9629629629629629,-0.05426356589147321,0.7878787878787878,0.0,0.8666666666666665,-0.0714285714285714,-0.07692307692307687,0.11111111111111116,0.0,0.0,2026-03-11 09:49:56.504201
0.7714285714285715,0.48214285714285715,0.9642857142857143,-0.052631578947368016,0.7941176470588235,0.0,0.8709677419354839,-0.06666666666666665,-0.0714285714285714,0.09999999999999998,0.0,0.0,2026-03-11 09:49:56.517860
0.7777777777777778,0.4827586206896552,0.9655172413793104,-0.05109489051094859,0.8,0.0,0.8750000000000001,-0.0625,-0.06666666666666665,0.09090909090909094,0.0,0.0,2026-03-11 09:49:56.525577
0.7837837837837838,0.48333333333333334,0.9666666666666667,-0.049645390070922994,0.8055555555555556,0.0,0.8787878787878789,-0.05882352941176472,-0.0625,0.08333333333333337,0.0,0.0,2026-03-11 09:49:56.536391
0.7894736842105263,0.4838709677419355,0.967741935483871,-0.048275862068965614,0.8108108108108109,0.0,0.8823529411764706,-0.05882352941176472,-0.0625,0.08333333333333337,0.0,0.0,2026-03-11 09:49:56.550207
0.7948717948717948,0.484375,0.96875,-0.04697986577181153,0.8157894736842105,0.0,0.8857142857142857,-0.05882352941176472,-0.0625,0.08333333333333337,0.0,0.0,2026-03-11 09:49:56.567352
0.8,0.48484848484848486,0.9696969696969697,-0.0457516339869277,0.8205128205128205,0.0,0.8888888888888888,-0.05882352941176472,-0.0625,0.08333333333333337,0.0,0.0,2026-03-11 09:49:56.576014
0.7804878048780488,0.48484848484848486,0.9696969696969697,-0.04532577903682711,0.8,0.0,0.8767123287671234,-0.05555555555555558,-0.05882352941176472,0.08333333333333337,0.0,0.0,2026-03-11 09:49:56.587455
0.7857142857142857,0.4852941176470588,0.9705882352941176,-0.04419889502762398,0.8048780487804879,0.0,0.8800000000000001,-0.05555555555555558,-0.05882352941176472,0.08333333333333337,0.0,0.0,2026-03-11 09:49:56.595940
0.7906976744186046,0.4857142857142857,0.9714285714285714,-0.043126684636118656,0.8095238095238095,0.0,0.8831168831168832,-0.052631578947368474,-0.05555555555555558,0.07692307692307687,0.0,0.0,2026-03-11 09:49:57.003897
0.7954545454545454,0.4861111111111111,0.9722222222222222,-0.04210526315789517,0.813953488372093,0.0,0.8860759493670887,-0.052631578947368474,-0.05555555555555558,0.07692307692307687,0.0,0.0,2026-03-11 09:49:57.008203
0.8,0.4864864864864865,0.972972972972973,-0.041131105398457136,0.8181818181818182,0.0,0.8888888888888891,-0.052631578947368474,-0.05555555555555558,0.07692307692307687,0.0,0.0,2026-03-11 09:49:57.009466
0.8043478260869565,0.4868421052631579,0.9736842105263158,-0.04020100502512603,0.8222222222222222,0.0,0.891566265060241,-0.050000000000000044,-0.05263157894736836,0.0714285714285714,0.0,0.0,2026-03-11 09:49:57.013749
0.8085106382978723,0.48717948717948717,0.9743589743589743,-0.03931203931203917,0.8260869565217391,0.0,0.8941176470588235,-0.050000000000000044,-0.05263157894736836,0.0714285714285714,0.0,0.0,2026-03-11 09:49:57.015146
0.8125,0.4875,0.975,-0.03846153846153832,0.8297872340425532,0.0,0.896551724137931,-0.050000000000000044,-0.05263157894736836,0.0714285714285714,0.0,0.0,2026-03-11 09:49:57.019589
0.8163265306122449,0.4878048780487805,0.975609756097561,-0.03764705882352943,0.8333333333333334,0.0,0.8988764044943819,-0.04761904761904767,-0.050000000000000044,0.06666666666666665,0.0,0.0,2026-03-11 09:49:57.020965
0.82,0.4880952380952381,0.9761904761904762,-0.036866359447004365,0.8367346938775511,0.0,0.9010989010989012,-0.04761904761904767,-0.050000000000000044,0.06666666666666665,0.0,0.0,2026-03-11 09:49:57.025797
0.803921568627451,0.4880952380952381,0.9761904761904762,-0.036585365853658514,0.82,0.0,0.8913043478260869,-0.04761904761904767,-0.050000000000000044,0.06666666666666665,0.0,0.0,2026-03-11 09:49:57.027483
0.8076923076923077,0.4883720930232558,0.9767441860465116,-0.03585657370517901,0.8235294117647058,0.0,0.8936170212765957,-0.045454545454545414,-0.04761904761904767,0.0625,0.0,0.0,2026-03-11 09:49:57.031985
0.8113207547169812,0.48863636363636365,0.9772727272727273,-0.035156249999999716,0.8269230769230769,0.0,0.8958333333333334,-0.045454545454545414,-0.04761904761904767,0.0625,0.0,0.0,2026-03-11 09:49:57.033541
0.7962962962962963,0.48863636363636365,0.9772727272727273,-0.03484320557491292,0.8113207547169812,0.0,0.88659793814433,-0.045454545454545414,-0.04761904761904767,0.0625,0.0,0.0,2026-03-11 09:49:57.045316
0.8,0.4888888888888889,0.9777777777777777,-0.034188034188034316,0.8148148148148148,0.0,0.8888888888888888,-0.045454545454545414,-0.04761904761904767,0.0625,0.0,0.0,2026-03-11 09:49:57.050441
0.8035714285714286,0.4891304347826087,0.9782608695652174,-0.03355704697986574,0.8181818181818182,0.0,0.8910891089108911,-0.04347826086956519,-0.045454545454545414,0.05882352941176472,0.0,0.0,2026-03-11 09:49:57.055990
0.7894736842105263,0.4891304347826087,0.9782608695652174,-0.03323262839879065,0.8035714285714286,0.0,0.8823529411764706,-0.04347826086956519,-0.045454545454545414,0.05882352941176472,0.0,0.0,2026-03-11 09:49:57.060639
0.7931034482758621,0.48936170212765956,0.9787234042553191,-0.03264094955489558,0.8070175438596491,0.0,0.8846153846153846,-0.04347826086956519,-0.045454545454545414,0.05882352941176472,0.0,0.0,2026-03-11 09:49:57.063007
0.7966101694915254,0.4895833333333333,0.9791666666666666,-0.03206997084548197,0.8103448275862069,0.0,0.8867924528301887,-0.04166666666666663,-0.04347826086956519,0.05555555555555558,0.0,0.0,2026-03-11 09:49:57.069489
0.8,0.4897959183673469,0.9795918367346939,-0.03151862464183358,0.8135593220338984,0.0,0.888888888888889,-0.04166666666666663,-0.04347826086956519,0.05555555555555558,0.0,0.0,2026-03-11 09:49:57.074951
0.8032786885245902,0.49,0.98,-0.030985915492957528,0.8166666666666667,0.0,0.890909090909091,-0.04166666666666663,-0.04347826086956519,0.05555555555555558,0.0,0.0,2026-03-11 09:49:57.080563
0.8064516129032258,0.49019607843137253,0.9803921568627451,-0.030470914127424278,0.819672131147541,0.0,0.8928571428571428,-0.040000000000000036,-0.04166666666666674,0.052631578947368474,0.0,0.0,2026-03-11 09:49:57.086483
